PacketCounter,SampleTimeFine,Arm_Euler_X,Arm_Euler_Y,Arm_Euler_Z,Arm_Acc_X,Arm_Acc_Y,Arm_Acc_Z,Arm_Gyr_X,Arm_Gyr_Y,Arm_Gyr_Z,Leg_Euler_X,Leg_Euler_Y,Leg_Euler_Z,Leg_Acc_X,Leg_Acc_Y,Leg_Acc_Z,Leg_Gyr_X,Leg_Gyr_Y,Leg_Gyr_Z,Activity
11,4152060795,-77.36990356445312,-72.32850646972656,6.5978627204895,10.40641021728516,-3.57432627677917,2.27792191505432,97.79083251953124,-35.70437240600586,-103.9416046142578,-158.83639526367188,-78.50257110595703,144.2794647216797,9.69995594024658,0.1069625094533,-1.93515288829803,3.44176435470581,-8.17002105712891,-36.29924392700195,0
12,4152094129,-76.64437103271484,-75.13938903808594,6.7422833442688,10.18529605865479,-2.83548545837402,2.61624622344971,25.54507637023926,-20.58070182800293,-81.93966674804688,-163.22315979003906,-78.57958984375,147.71966552734375,9.98904132843018,0.66754597425461,-1.7082930803299,-30.01750373840332,-4.03726434707642,-20.1511287689209,0
13,4152127463,-77.02062225341797,-76.67855072021484,6.15711164474487,10.11977195739746,-2.74567842483521,2.581467628479,-28.69559860229492,-6.82722806930542,-45.98160552978516,-166.08773803710938,-78.74122619628906,148.91921997070312,9.93916797637939,-0.41508141160011,-1.67532587051392,-50.21408462524414,3.24701833724976,-8.10916900634766,0
14,4152160797,-77.6930923461914,-77.27545928955078,4.7403712272644,9.78900718688965,-3.04577827453613,1.20277202129364,-61.96735763549805,4.92599439620972,-19.62870025634766,-168.68276977539062,-79.0691909790039,150.08380126953125,9.79162120819092,-1.05980324745178,-1.81167018413544,-43.12751770019531,8.57049369812012,-8.71087837219238,0
15,4152194131,-77.33383178710938,-77.4561996459961,2.27908635139465,9.55525588989258,-3.09160232543945,0.60430371761322,-61.65597534179688,14.08369541168213,-8.86292266845703,-171.0131378173828,-79.35493469238281,151.76406860351562,9.58080768585205,-1.09400725364685,-1.99834370613098,-19.95769309997559,7.20668363571167,-10.80526828765869,0
16,4152227465,-76.8255615234375,-77.7586898803711,-0.26285710930824,9.36987972259521,-2.99296760559082,0.14164221286774,-59.62027740478516,13.40794086456299,-12.59645175933838,-172.86300659179688,-79.55206298828125,153.34063720703125,9.56854629516602,-0.69034117460251,-2.16454529762268,-8.56681060791016,5.07848358154297,-9.41205787658691,0
17,4152260799,-77.24357604980469,-78.09199523925781,-1.40512418746948,9.30131435394287,-3.35224318504333,-0.07383635640144,-46.43334579467773,4.23131132125854,-11.4677848815918,-174.1250457763672,-79.68241882324219,154.26145935058594,9.66666030883789,-0.18996900320053,-1.74767923355103,-10.25904083251953,3.76007032394409,-5.40236377716064,0
18,4152294133,-78.5022201538086,-78.30303955078125,-0.84452402591705,9.23604393005371,-3.27049827575684,-0.22056104242802,-21.67595481872559,-5.19706344604492,-5.60733699798584,-175.34432983398438,-79.79456329345703,155.126220703125,9.65545463562012,-0.13020558655262,-1.57357466220856,-10.62005233764648,3.36475706100464,-4.92307186126709,0
19,4152327467,-80.54908752441406,-78.37588500976562,0.69973963499069,9.49858856201172,-2.49345946311951,0.13908450305462,-16.41243171691895,-10.09987926483154,-0.6046005487442,-176.39300537109375,-79.78155517578125,156.06776428222656,9.5632152557373,-0.45736512541771,-1.79601013660431,-3.233473777771,-0.31182515621185,-4.98007488250732,0
20,4152360801,-82.9399642944336,-78.17597198486328,2.21392512321472,9.75594234466553,-2.65185022354126,0.47433122992516,-27.62521934509277,-8.76732063293457,7.09291696548462,-177.1247100830078,-79.6753158569336,157.01307678222656,9.7000560760498,-0.01408813335001,-1.90315139293671,6.381667137146,-3.02884268760681,-4.88442039489746,0
21,4152394135,-85.19972229003906,-77.74068450927734,3.45165944099426,9.77127933502197,-2.50727152824402,0.7263942360878,-31.8541374206543,-6.853928565979,13.61014366149902,-176.94638061523438,-79.59342193603516,156.92515563964844,9.86084079742432,0.10839635878801,-1.85329711437225,3.18348622322083,-1.98820209503174,0.58809965848923,0
