SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
104860741,-0.130832,-1.46445,0.220653,2.328369,-3.934481,-0.196893,4.320797,0.066699,-0.97113,0
104894075,0.595502,-0.529719,0.044644,2.00646,-3.256029,0.514571,3.635984,0.481639,-1.343256,0
104927409,0.616494,0.480238,-0.256124,2.42257,-1.762839,1.163465,2.618553,0.537953,-1.17769,0
104960743,0.252732,1.070311,-0.699099,2.048854,-0.477394,0.186118,1.776851,0.053625,-1.033298,0
104994077,-0.426327,1.300846,-1.463583,1.197157,0.763822,-0.319488,0.266129,0.158261,0.3054,0
105027411,-1.222986,1.101342,-1.147451,0.872751,1.377488,-1.117116,-1.251831,-0.5105,1.188241,0
105060745,-1.298147,0.757707,-1.264385,-0.279024,1.720718,-1.866815,-1.620062,-1.076655,1.941199,0
105094079,-0.970342,0.415673,-1.20363,-1.092389,1.553427,-2.170606,-2.287174,-1.611807,2.386744,0
105127413,-0.702156,0.527821,-0.378173,-1.461751,1.699433,-3.245104,-1.99539,-1.609144,1.860626,0
105160747,-0.796623,0.31133,0.230214,-2.609585,2.038158,-2.688753,-1.863133,-1.059099,1.062614,0
105194081,-0.546773,-0.042485,0.577391,0.468578,2.671448,-1.160441,-1.307132,-0.439905,0.576653,0
105227415,-0.422821,-0.374421,0.815996,-1.871801,2.20329,-0.704009,-1.22793,0.480612,0.348876,0
105260749,-0.195259,-0.395928,0.998509,-3.880865,1.837885,-0.663752,-0.775465,0.86738,-1.027217,0
105294083,0.010018,-0.77835,0.992068,-1.588052,0.965196,1.03864,-0.602448,0.821503,-0.879408,0
105327417,0.376204,-0.877037,0.900083,-0.497016,-0.053988,1.473906,0.527291,1.825559,-1.043066,0
114027591,-0.523421,0.048736,0.564827,-1.215444,-0.417093,1.177177,-1.158136,0.499922,0.333859,0
114060925,-0.681443,0.294667,-0.03886,-1.87985,0.655515,1.787781,-2.894241,-0.632946,2.092359,0
114094259,-0.238169,-0.19897,-1.232394,-2.103275,1.031319,0.798744,-4.471301,-1.483167,3.050581,0
114127593,-0.055371,-0.860195,-1.485798,-2.070024,1.883391,-0.135662,-4.777682,-1.494365,2.710648,0
114160927,-0.707037,-0.752212,-0.332823,-2.513417,2.34671,-0.777183,-3.602334,-1.466871,2.294178,0
114194261,-0.659366,0.71526,-0.248446,-0.75205,1.154063,-0.003041,-2.225013,-0.690771,0.940666,0
114227595,-0.426226,1.263963,0.385975,-2.153592,0.388056,-2.279045,-1.095123,-0.137171,-0.261049,0
114260929,0.245512,1.351508,0.492795,-0.317027,-0.162,-0.166527,-0.606646,0.629043,0.31167,0
114294263,0.990493,0.984512,0.468975,0.926983,-0.824792,-0.625755,2.055293,0.422568,-2.015604,0
114327597,1.262124,0.319994,0.930611,-1.722909,1.280436,-2.297926,2.482746,0.044123,-2.928291,0
114360931,1.107676,-0.06524,0.205013,1.368961,-0.300646,1.427195,3.434566,0.061192,-2.86159,0
114394265,0.033095,-0.931273,-0.077242,1.839389,-2.157917,1.750597,4.303716,0.544525,-2.55192,0
114427599,-0.473571,-1.237087,-0.008612,1.379616,-1.489227,0.291126,4.405028,0.363096,-1.940614,0
114460933,-0.584983,-1.368036,0.222215,0.939395,-0.595253,1.566251,5.166877,0.778989,-1.190165,0
114494267,-0.56451,-0.887517,0.124853,1.176207,0.430792,0.806244,2.507341,1.129994,-0.272246,0
114527601,-1.042083,0.059913,0.654365,0.606223,0.362161,0.30513,1.431159,-0.141909,-0.374471,0
114560935,-1.563002,0.600463,-0.120506,0.750346,0.741876,-0.493053,-1.851732,-0.051188,2.058717,0
114594269,-1.647069,0.71278,0.908656,0.612166,1.690938,-1.025838,-4.701532,-1.106016,3.688179,0
114627603,-0.773795,0.685327,1.397252,0.3594,2.291289,-1.479075,-5.477525,-0.87296,3.782015,0
114660937,0.145532,0.999749,1.223152,1.68547,2.390993,-1.444738,-4.467709,-1.118014,2.008282,0
